 atpI,ECB_03623,658,159,4.13836478
 avtA,ECB_03424,2136,554,3.855595668
 baeR,ECB_01984,1275,342,3.728070175
 baeS,ECB_01983,2379,666,3.572072072
 barA,ECB_02631,4601,1257,3.660302307
 basR,ECB_03984,1136,312,3.641025641
 basS,ECB_03983,1849,521,3.548944338
 bax,ECB_03422,1369,398,3.439698492
 bcp,ECB_02372,825,208,3.966346154
 bcr,ECB_02112,2046,493,4.15010142
 bcsC,ECB_03378,5779,1646,3.510935601
 bcsZ,ECB_03379,1932,511,3.780821918
 bdm,ECB_01439,361,90,4.011111111
 betA,ECB_00267,2773,778,3.564267352
 betB,ECB_00268,2392,641,3.731669267
 betI,ECB_00269,978,291,3.360824742
 betT,ECB_00270,3558,872,4.080275229
 bfd,ECB_03188,322,92,3.5
 bfr,ECB_03187,842,222,3.792792793
 bglA,ECB_02733,2564,650,3.944615385
 bglB,ECB_03605,2416,635,3.804724409
 bglF,ECB_03606,3109,757,4.107001321
 bglG,ECB_03607,1440,398,3.618090452
 bglJ,ECB_04243,1046,296,3.533783784
 bglX,ECB_02062,3825,1001,3.821178821
 bioA,ECB_00741,2138,576,3.711805556
 bioB,ECB_00742,1718,472,3.639830508
 bioC,ECB_00744,1292,374,3.454545455
 bioD,ECB_00745,1088,288,3.777777778
 bioD,ECB_01562,1123,304,3.694078947
 bioF,ECB_00743,1878,541,3.471349353
 bioH,ECB_03264,1325,352,3.764204545
 bipA,ECB_03756,3066,839,3.654350417
 birA,ECB_03854,1608,438,3.671232877
 bisC,ECB_03401,3803,1049,3.625357483
 blc,ECB_04021,931,246,3.784552846
 blr,ECB_01594,207,55,3.763636364
 bolA,ECB_00386,533,150,3.553333333
 brnQ,ECB_00349,2182,526,4.148288973
 btuB,ECB_03851,3183,825,3.858181818
 btuC,ECB_01680,1628,423,3.848699764
 btuD,ECB_01678,1213,350,3.465714286
 btuE,ECB_01679,940,232,4.051724138
 btuR,ECB_01246,989,282,3.507092199
 cadA,ECB_04002,3721,955,3.896335079
 cadB,ECB_04003,2163,530,4.081132075
 cadC,ECB_04004,2646,687,3.851528384
 caiA,ECB_00043,1933,510,3.790196078
 caiC,ECB_00041,2688,713,3.769985975
 caiD,ECB_00040,1470,396,3.712121212
 caiE,ECB_00039,953,268,3.555970149
 caiF,ECB_00038,674,194,3.474226804
 caiT,ECB_00044,2700,622,4.340836013
 carA,ECB_00036,1894,512,3.69921875
 carB,ECB_00037,5285,1441,3.66759195
 cbl,ECB_01897,1617,449,3.601336303
 cbpA,ECB_01003,1583,434,3.647465438
 cca,ECB_02926,2123,594,3.574074074
 cchA,ECB_02348,436,124,3.516129032
 cchB,ECB_02347,447,123,3.634146341
 ccmA,ECB_02128,1030,303,3.399339934
 ccmB,ECB_02127,1129,266,4.244360902
 ccmD,ECB_02125,351,100,3.51
 ccmE,ECB_02124,793,220,3.604545455
 ccmF,ECB_02123,3366,841,4.002378121
 ccmG,ECB_02122,970,251,3.864541833
 ccmH,ECB_02121,1765,485,3.639175258
 ccrB,ECB_00594,652,157,4.152866242
 cdaR,ECB_00161,1948,567,3.435626102
 cdd,ECB_02072,1444,382,3.780104712
 cdh,ECB_03803,1268,357,3.551820728
 cedA,ECB_01700,456,131,3.480916031
 celA,ECB_01707,519,131,3.961832061
 celB,ECB_01706,2281,541,4.216266174
 celC,ECB_01705,559,151,3.701986755
 celD,ECB_01704,1501,392,3.829081633
 celF,ECB_01703,2335,603,3.872305141
 cfa,ECB_01632,2036,535,3.805607477
 chaA,ECB_01194,1833,444,4.128378378
 chaB,ECB_01195,419,113,3.707964602
 chaC,ECB_01196,1194,319,3.742946708
 cheA,ECB_01859,3179,870,3.654022989
 cheB,ECB_01854,1669,469,3.558635394
 cheR,ECB_01855,1498,424,3.533018868
 cheW,ECB_01858,827,207,3.995169082
 cheY,ECB_01853,641,163,3.932515337
 cheZ,ECB_01852,1086,295,3.681355932
 chiA,ECB_03189,4404,1177,3.741716228
 chpA,ECB_02627,550,146,3.767123288
 chpR,ECB_02628,433,111,3.900900901
 cirA,ECB_02084,3385,906,3.736203091
 citA,ECB_00589,2839,749,3.790387183
 citB,ECB_00590,1147,318,3.606918239
 citC,ECB_00586,1809,495,3.654545455
 citD,ECB_00585,491,133,3.691729323
 citE,ECB_00584,1475,428,3.446261682
 citF,ECB_00583,2468,708,3.485875706
 citG,ECB_00581,1421,394,3.606598985
 citT,ECB_00580,2529,585,4.323076923
 citX,ECB_00582,906,267,3.393258427
 clpA,ECB_00887,3544,995,3.561809045
 clpB,ECB_02482,4253,1214,3.503294893
 clpP,ECB_00388,1033,282,3.663120567
 clpS,ECB_00886,563,137,4.109489051
 clpX,ECB_00389,2096,559,3.749552773
 cls,ECB_01223,2542,668,3.805389222
 cmk,ECB_00914,1118,318,3.51572327
 cmr,ECB_00809,2060,512,4.0234375
 cmtA,ECB_02763,2257,563,4.008880995
 cmtB,ECB_02764,684,167,4.095808383
 coaA,ECB_03855,1684,440,3.827272727
 coaD,ECB_03491,805,222,3.626126126
 coaE,ECB_00103,1027,292,3.517123288
 cobB,ECB_01118,1413,412,3.42961165
 cobS,ECB_01901,1223,318,3.84591195
 cobT,ECB_01900,1648,448,3.678571429
 cobU,ECB_01902,900,257,3.501945525
 codA,ECB_00291,2160,597,3.618090452
 codB,ECB_00290,2053,500,4.106
 cof,ECB_00398,1393,372,3.744623656
 copA,ECB_00435,3955,1078,3.668831169
 corA,ECB_03692,1676,434,3.861751152
 cpdA,ECB_02904,1422,385,3.693506494
 cpdB,ECB_04085,3301,843,3.915776987
 cpsB,ECB_01955,2413,649,3.718027735
 cpsG,ECB_01954,2311,623,3.709470305
 cpxA,ECB_03797,2337,647,3.612055641
 cpxP,ECB_03799,802,252,3.182539683
 cpxR,ECB_03798,1206,332,3.63253012
 crcA,ECB_00592,1037,255,4.066666667
 creA,ECB_04273,790,206,3.834951456
 creB,ECB_04274,1207,323,3.736842105
 creC,ECB_04275,2361,665,3.55037594
 crl,ECB_00235,723,186,3.887096774
 crp,ECB_03208,1057,291,3.632302405
 crr,ECB_02317,842,204,4.12745098
 csdA,ECB_02661,1980,529,3.742911153
 csgA,ECB_01039,658,195,3.374358974
 csgB,ECB_01038,695,202,3.440594059
 csgC,ECB_01040,528,145,3.64137931
 csgD,ECB_01037,1128,317,3.558359621
 csgE,ECB_01036,695,180,3.861111111
 csgF,ECB_01035,683,187,3.652406417
 csgG,ECB_01034,1377,370,3.721621622
 csiD,ECB_02515,1734,464,3.737068966
 csiE,ECB_02427,2224,622,3.575562701
 cspA,ECB_03406,347,85,4.082352941
 cspC,ECB_01793,341,88,3.875
 cspD,ECB_00885,361,96,3.760416667
 cspE,ECB_00593,339,89,3.808988764
 cspG,ECB_00992,355,94,3.776595745
 cspH,ECB_00991,348,101,3.445544554
 cspI,ECB_01517,354,89,3.97752809
 csrA,ECB_02546,294,88,3.340909091
 cueO,ECB_00122,2590,700,3.7
 cueR,ECB_00438,660,198,3.333333333
 cusA,ECB_00536,5284,1361,3.882439383
 cusB,ECB_00535,2030,534,3.801498127
 cusC,ECB_00533,2239,631,3.548335975
 cusR,ECB_00532,1184,305,3.881967213
 cusS,ECB_00531,2467,665,3.709774436
 cutA,ECB_04007,555,139,3.992805755
 cutC,ECB_01845,696,204,3.411764706
 cutF,ECB_00191,1152,303,3.801980198
 cvpA,ECB_02238,869,199,4.366834171
 cyaA,ECB_03681,4466,1193,3.743503772
 cyaY,ECB_03682,564,146,3.863013699
 cybB,ECB_01374,953,244,3.905737705
 cycA,ECB_04080,2454,572,4.29020979
 cydA,ECB_00692,2723,661,4.119515885
 cydB,ECB_00693,2015,483,4.17184265
 cydC,ECB_00890,2872,780,3.682051282
 cydD,ECB_00891,2992,807,3.70755886
 cynR,ECB_00292,1482,417,3.553956835
 cynS,ECB_00294,805,199,4.045226131
 cynT,ECB_00293,1062,303,3.504950495
 cynX,ECB_00295,1935,491,3.940936864
 cyoA,ECB_00383,1609,405,3.972839506
 cyoB,ECB_00382,3566,834,4.275779376
 cyoC,ECB_00381,1068,258,4.139534884
 cyoD,ECB_00380,558,133,4.195488722
 cyoE,ECB_00379,1547,362,4.273480663
 cysA,ECB_02322,1869,534,3.5
 cysB,ECB_01251,1665,445,3.741573034
 cysC,ECB_02600,996,292,3.410958904
 cysD,ECB_02602,1597,446,3.580717489
 cysE,ECB_03465,1326,363,3.652892562
 cysG,ECB_03219,2263,632,3.580696203
 cysH,ECB_02607,1280,343,3.731778426
 cysI,ECB_02608,2881,813,3.543665437
 cysJ,ECB_02609,3019,807,3.741016109
 cysK,ECB_02314,1535,416,3.689903846
 cysM,ECB_02321,1425,410,3.475609756
 cysN,ECB_02601,2393,652,3.670245399
 cysP,ECB_02325,1737,457,3.800875274
 cysQ,ECB_04086,1253,335,3.740298507
 cysS,ECB_00476,2381,647,3.680061824
 cysU,ECB_02324,1423,339,4.197640118
 cysW,ECB_02323,750,198,3.787878788
 cysZ,ECB_02313,1422,330,4.309090909
 cytR,ECB_03819,1703,466,3.654506438
 dacA,ECB_00601,2045,539,3.79406308
 dacB,ECB_03047,2369,644,3.678571429
 dacC,ECB_00806,2006,521,3.850287908
 dacD,ECB_01913,1975,547,3.610603291
 dam,ECB_03239,1480,391,3.78516624
 damX,ECB_03240,1997,591,3.379018613
 dapA,ECB_02370,1407,384,3.6640625
 dapB,ECB_00035,1299,363,3.578512397
 dapD,ECB_00164,1348,368,3.663043478
 dapE,ECB_02363,1863,516,3.610465116
 dapF,ECB_03685,1363,384,3.549479167
 dbpA,ECB_01320,2237,621,3.602254428
 dcd,ECB_01971,973,271,3.590405904
 dcp,ECB_01497,3543,964,3.675311203
 dcrB,ECB_03321,890,243,3.66255144
 dctA,ECB_03376,2130,516,4.127906977
 dcuA,ECB_04008,2141,508,4.214566929
 dcuB,ECB_03994,2270,536,4.235074627
 dcuC,ECB_00591,2252,532,4.233082707
 dcuD,ECB_03087,2267,552,4.106884058
 dcuR,ECB_03995,1264,333,3.795795796
 ddg,ECB_02288,1601,448,3.573660714
 ddl,ECB_00093,1491,382,3.903141361
 ddl,ECB_00328,1801,473,3.807610994
 ddpX,ECB_01446,975,255,3.823529412
 deaD,ECB_03029,3123,950,3.287368421
 dedA,ECB_02242,1178,281,4.192170819
 dedD,ECB_02239,1044,274,3.810218978
 def,ECB_03137,865,242,3.574380165
 degP,ECB_00160,2194,608,3.608552632
 degQ,ECB_03094,2129,579,3.677029361
 degS,ECB_03095,1708,470,3.634042553
 deoA,ECB_04258,2148,570,3.768421053
 deoB,ECB_04259,2034,536,3.794776119
 deoC,ECB_04257,1264,334,3.784431138
 deoD,ECB_04260,1187,310,3.829032258
 deoR,ECB_00807,1300,351,3.703703704
 dfp,ECB_03496,1974,544,3.628676471
 dgkA,ECB_03914,611,157,3.891719745
 dgoA,ECB_03576,976,256,3.8125
 dgoD,ECB_03575,1971,508,3.87992126
 dgoK,ECB_03577,1401,395,3.546835443
 dgoR,ECB_03578,1158,332,3.487951807
 dgoT,ECB_03574,2249,537,4.188081937
 dgt,ECB_00159,2696,747,3.609103079
 dhaK,ECB_01175,1739,460,3.780434783
 dhaL,ECB_01174,1002,276,3.630434783
 dhaM,ECB_01173,2316,608,3.809210526
 dhaR,ECB_01176,3168,887,3.571589628
 dicB,ECB_01543,301,86,3.5
 dicC,ECB_01538,373,109,3.422018349
 dinB,ECB_00226,1789,510,3.507843137
 dinD,ECB_03502,1402,414,3.38647343
 dinF,ECB_03916,2328,597,3.899497487
 dinG,ECB_00766,3693,1024,3.606445313
 dinI,ECB_01057,401,109,3.678899083
 dinJ,ECB_00221,437,117,3.735042735
 djlA,ECB_00059,1378,393,3.506361323
 dkgA,ECB_02885,1443,384,3.7578125
 dkgB,ECB_00200,1341,351,3.820512821
 dksA,ECB_00144,759,224,3.388392857
 dld,ECB_02063,2976,801,3.715355805
 dmsA,ECB_00898,4071,1120,3.634821429
 dmsB,ECB_00899,1029,277,3.714801444
 dmsC,ECB_00900,1454,349,4.166189112
 dnaA,ECB_03585,2372,673,3.524517088
 dnaB,ECB_03924,2353,659,3.570561457
 dnaC,ECB_04238,1220,355,3.436619718
 dnaE,ECB_00182,5952,1580,3.767088608
 dnaG,ECB_02936,2958,822,3.598540146
 dnaJ,ECB_00015,1813,529,3.427221172
 dnaK,ECB_00014,3116,843,3.696322657
 dnaN,ECB_03584,1814,498,3.642570281
 dnaQ,ECB_00208,1230,334,3.682634731
 dnaT,ECB_04239,902,239,3.774058577
 dnaX,ECB_00421,3158,908,3.477973568
 dos,ECB_01447,4083,1108,3.685018051
 dppA,ECB_03395,2787,711,3.919831224
 dppB,ECB_03394,1761,446,3.948430493
 dppC,ECB_03393,1528,374,4.085561497
 dppD,ECB_03392,1612,449,3.590200445
 dppF,ECB_03391,1687,477,3.536687631
 dps,ECB_00779,866,230,3.765217391
 dsbA,ECB_03746,1071,266,4.026315789
 dsbB,ECB_01160,960,230,4.173913043
 dsbC,ECB_02725,1183,296,3.996621622
 dsbD,ECB_04006,2888,725,3.983448276
 dsbG,ECB_00573,1297,321,4.040498442
 dsdA,ECB_02276,2174,578,3.761245675
 dsdC,ECB_02274,1594,448,3.558035714
 dsdX,ECB_02275,2212,518,4.27027027
 dtd,ECB_03772,708,198,3.575757576
 dut,ECB_03497,749,196,3.821428571
 dxs,ECB_00368,3081,817,3.771113831
 eaeH,ECB_00256,6686,1822,3.669593853
 eamA,ECB_01492,1540,367,4.196185286
 ebgA,ECB_02945,5433,1439,3.775538568
 ebgC,ECB_02946,789,213,3.704225352
 ebgR,ECB_02944,1646,443,3.715575621
 ecnA,ECB_04018,191,56,3.410714286
 ecnB,ECB_04019,211,58,3.637931034
 eco,ECB_02136,837,209,4.004784689
 ecpD,ECB_00139,1242,320,3.88125
 eda,ECB_01821,1008,260,3.876923077
 edd,ECB_01822,2885,809,3.566131026
 efp,ECB_04017,948,240,3.95
 elaA,ECB_02194,802,208,3.855769231
 elaB,ECB_02193,524,141,3.716312057
 elaC,ECB_02195,1500,404,3.712871287
 elaD,ECB_02196,2075,556,3.732014388
 emrA,ECB_02540,1931,537,3.595903166
 emrB,ECB_02541,2587,641,4.035881435
 emrD,ECB_03557,1948,491,3.967413442
 emrE,ECB_00493,566,130,4.353846154
 emrK,ECB_02278,1911,521,3.667946257
 emrR,ECB_02539,890,262,3.396946565
 emrY,ECB_02277,2614,621,4.209339775
 endA,ECB_02775,1187,351,3.381766382
 eno,ECB_02624,2049,547,3.745886654
 entA,ECB_00563,1189,324,3.669753086
 entB,ECB_00562,1520,392,3.87755102
 entC,ECB_00560,1928,535,3.603738318
 entD,ECB_00549,1076,287,3.74912892
 entE,ECB_00561,2677,728,3.677197802
 entF,ECB_00553,6509,1736,3.749423963
 envR,ECB_03122,1135,307,3.697068404
 envY,ECB_00520,1303,354,3.68079096
 envZ,ECB_03256,2267,626,3.621405751
 epd,ECB_02758,1706,479,3.561586639
 era,ECB_02460,1531,419,3.653937947
 erfK,ECB_01899,1552,434,3.576036866
 essQ,ECB_01521,366,91,4.021978022
 eutA,ECB_02342,2267,602,3.765780731
 eutB,ECB_02341,2236,593,3.770657673
 eutC,ECB_02340,1394,399,3.493734336
 eutE,ECB_02346,2181,617,3.534846029
 eutG,ECB_02344,1825,502,3.635458167
 eutH,ECB_02343,1980,471,4.203821656
 eutI,ECB_02349,1613,453,3.560706402
 eutJ,ECB_02345,1373,369,3.720867209
 eutL,ECB_02339,1032,272,3.794117647
 eutP,ECB_02352,808,212,3.811320755
 eutQ,ECB_02351,1138,296,3.844594595
 eutT,ECB_02350,1381,392,3.522959184
 evgA,ECB_02279,1037,272,3.8125
 evgS,ECB_02280,6144,1613,3.809051457
 exbB,ECB_02880,1187,329,3.607902736
 exbD,ECB_02879,718,173,4.150289017
 exoX,ECB_01815,1155,308,3.75
 exuR,ECB_02963,1345,373,3.605898123
 exuT,ECB_02962,2420,597,4.05360134
 fabA,ECB_00958,885,225,3.933333333
 fabB,ECB_02248,1888,519,3.637764933
 fabD,ECB_01088,1448,384,3.770833333
 fabF,ECB_01091,1921,529,3.631379962
 fabG,ECB_01089,1120,320,3.5
 fabH,ECB_01087,1512,408,3.705882353
 fabI,ECB_01265,1258,336,3.744047619
 fabZ,ECB_00178,775,205,3.780487805
 fadA,ECB_03736,1805,519,3.477842004
 fadB,ECB_03737,3666,955,3.838743455
 fadD,ECB_01775,2862,750,3.816
 fadE,ECB_00216,4084,1098,3.719489982
 fadH,ECB_02950,3272,917,3.568157034
 fadL,ECB_02268,2249,584,3.851027397
 fadR,ECB_01162,1218,344,3.540697674
 farR,ECB_00689,1276,351,3.635327635
 fbaA,ECB_02756,1787,465,3.843010753
 fbaB,ECB_02025,1731,470,3.682978723
 fbp,ECB_04100,1673,440,3.802272727
 fdhD,ECB_03780,1352,387,3.493540052
 fdhE,ECB_03776,1562,415,3.763855422
 fdhF,ECB_03951,3574,972,3.676954733
 fdnG,ECB_01432,5127,1394,3.677905308
 fdnH,ECB_01433,1445,390,3.705128205
 fdnI,ECB_01434,1200,302,3.973509934
 fdoG,ECB_03779,5139,1372,3.745626822
 fdoH,ECB_03778,1479,403,3.669975186
 fdoI,ECB_03777,1174,299,3.926421405
 fdrA,ECB_00468,2633,719,3.662030598
 fdx,ECB_02417,536,149,3.597315436
 feaB,ECB_01357,2420,661,3.661119516
 feaR,ECB_01356,1562,439,3.55808656
 fecA,ECB_04157,3896,1059,3.678942398
 fecB,ECB_04156,1502,418,3.593301435
 fecC,ECB_04155,1636,421,3.885985748
 fecD,ECB_04154,1614,407,3.965601966
 fecE,ECB_04153,1243,360,3.452777778
 fecI,ECB_04159,883,232,3.806034483
